filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year,Funder,Industry,Disease Site,Disease Stage,Treatment Type,Condition,intervention,Publication Year,NCT Number,Design,Enrollment,Start Date,Enrollment Year,sponsor_binary,disease_site,treatment_modality,start_year
PMID 25738668 a_Summary_SoE.pdf,2.0,3.0,7.0,8.0,8.0,9.0,0.75,21.0,1.0,2.0,5.0,7.0,7.0,8.0,0.6666666666666666,21.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0833333333333333,25738668,2015.0,NETWORK,No,Breast,Non-metastatic,Systemic Therapy,Breast Cancer|Infertility|Menopausal Symptoms,DRUG: cyclophosphamide|DRUG: goserelin acetate,2015,NCT00068601,Superiority,257,2003-10,2004,Non-Industry,Breast,Endocrine,2003
PMID 25738670 a_Summary_SoE.pdf,2.0,7.0,20.0,27.0,29.0,31.0,2.5833333333333335,21.0,2.0,3.0,9.0,12.0,14.0,16.0,1.3333333333333333,21.0,0.0,4.0,11.0,15.0,15.0,15.0,1.2500000000000002,25738670,2015.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Mantle Cell Lymphoma,DRUG: Rituximab 375 mg/m^2|DRUG: Cyclophosphamide 750 mg/m^2|DRUG: Doxorubicin 50 mg/m^2|DRUG: VELCADE 1.3 mg/m^2|DRUG: Prednisone 100 mg/m^2|DRUG: Vincristine 1.4 mg/m^2,2015,NCT00722137,Superiority,487,5/1/2008,2008,Industry,Heme,Targeted Therapy,2008
PMID 25779558 a_Summary_SoE.pdf,2.0,6.0,12.0,20.0,21.0,22.0,1.8333333333333333,28.0,2.0,7.0,15.0,26.0,30.0,35.0,2.9166666666666665,28.0,0.0,-1.0,-3.0,-6.0,-9.0,-13.0,-1.0833333333333333,25779558,2015.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Breast Cancer,BIOLOGICAL: trastuzumab|DRUG: docetaxel|DRUG: lapatinib ditosylate|DRUG: paclitaxel,2015,NCT00667251,Other,652,10/7/2008,2008,Industry,Breast,Targeted Therapy,2008
PMID 25891173 a_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333332,25891173,2015.0,INDUSTRY,Yes,Skin,Metastatic,Systemic Therapy,Melanoma,BIOLOGICAL: Pembrolizumab|BIOLOGICAL: Ipilimumab,2015,NCT01866319,Superiority,834,8/28/2013,2013,Industry,Skin,Immunotherapy,2013
PMID 25897156 a_Summary_SoE.pdf,2.0,0.0,1.0,2.0,2.0,2.0,0.1666666666666666,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25897156,2015.0,OTHER,No,HN,Metastatic,Supportive Care,Brain Tumors|Metastatic Disease,DRUG: donepezil hydrochloride|DRUG: Placebo,2015,NCT00369785,Superiority,198,2008-02,2008,Non-Industry,HN,Other,2008
PMID 25940724 a_Summary_SoE.pdf,1.0,1.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,1.0,1.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25940724,2015.0,NETWORK,No,Breast,Non-metastatic,Supportive Care,Arthralgia|Breast Cancer|Pain,DIETARY_SUPPLEMENT: omega-3 fatty acid|OTHER: placebo,2015,NCT01385137,Superiority,262,2012-02,2012,Non-Industry,Breast,Other,2012
PMID 25970050 a_Summary_SoE.pdf,2.0,4.0,8.0,14.0,21.0,28.0,2.3333333333333335,28.0,2.0,4.0,8.0,14.0,21.0,28.0,2.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25970050,2015.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Colorectal Cancer,DRUG: TAS-102|DRUG: Placebo,2015,NCT01607957,Superiority,800,6/17/2012,2012,Industry,GI,Other,2012
PMID 26014293 a_Summary_SoE.pdf,1.0,2.0,6.0,13.0,19.0,26.0,2.1666666666666665,28.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.0833333333333334,26014293,2015.0,INDUSTRY,Yes,Skin,Metastatic,Systemic Therapy,Melanoma,BIOLOGICAL: Talimogene laherparepvec|BIOLOGICAL: GM-CSF,2015,NCT00769704,Superiority,437,2009-04,2009,Industry,Skin,Immunotherapy,2009
PMID 26027431 a_Summary_SoE.pdf,2.0,4.0,10.0,18.0,27.0,36.0,3.0,42.0,2.0,4.0,10.0,18.0,27.0,36.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26027431,2015.0,INDUSTRY,Yes,Skin,Metastatic,Systemic Therapy,Unresectable or Metastatic Melanoma,BIOLOGICAL: Nivolumab|BIOLOGICAL: Ipilimumab|BIOLOGICAL: Placebo for Nivolumab|BIOLOGICAL: Placebo for Ipilimumab,2015,NCT01844505,Superiority,1296,6/11/2013,2013,Industry,Skin,Immunotherapy,2013
PMID 26028407 a_Summary_SoE.pdf,1.0,4.0,9.0,17.0,26.0,36.0,3.0,14.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,1.0,3.0,7.0,12.0,17.0,1.4166666666666667,26028407,2015.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Squamous Cell Non-small Cell Lung Cancer,BIOLOGICAL: Nivolumab|DRUG: Docetaxel,2015,NCT01642004,Superiority,272,10/16/2012,2012,Industry,Thor,Immunotherapy,2012
PMID 26030518 a_Summary_SoE.pdf,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26030518,2015.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Metastatic Breast Cancer,DRUG: Palbociclib|DRUG: Fulvestrant|DRUG: Placebo|DRUG: Fulvestrant,2015,NCT01942135,Superiority,521,9/26/2013,2013,Industry,Breast,Targeted Therapy,2013
PMID 26035255 a_Summary_SoE.pdf,2.0,6.0,12.0,18.0,25.0,32.0,2.6666666666666665,28.0,2.0,6.0,12.0,18.0,25.0,32.0,2.6666666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26035255,2015.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Lymphoma|Multiple Myeloma,DRUG: Lenalidomide|DRUG: Dexamethasone|DRUG: Dexamethasone (Oral)|DRUG: Dexamethasone (IV)|BIOLOGICAL: Elotuzumab (BMS-901608; HuLuc63),2015,NCT01239797,Superiority,646,6/20/2011,2011,Industry,Heme,Targeted Therapy,2011
PMID 26040499 a_Summary_SoE.pdf,1.0,1.0,1.0,2.0,2.0,3.0,0.25,180.0,1.0,1.0,1.0,2.0,2.0,3.0,0.25,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26040499,2015.0,INDUSTRY,Yes,Breast,Non-metastatic,Supportive Care,Breast Cancer,DRUG: Placebo|BIOLOGICAL: Denosumab|DRUG: Non-steroidal aromatase inhibitor therapy|DRUG: Zoledronic Acid|OTHER: Standard of Care,2015,NCT00556374,Superiority,3420,12/18/2006,2006,Industry,Breast,Targeted Therapy,2006
PMID 26056177 a_Summary_SoE.pdf,2.0,7.0,18.0,34.0,44.0,53.0,4.416666666666667,21.0,1.0,7.0,18.0,34.0,44.0,53.0,4.416666666666667,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26056177,2015.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Multiple Myeloma,DRUG: Bortezomib|DRUG: Dexamethasone|DRUG: Melphalan|DRUG: Prednisone|DRUG: Thalidomide,2015,NCT00507416,Superiority,502,2007-06,2007,Industry,Heme,Targeted Therapy,2007
PMID 26159065 CT_Summary_SoE.pdf,1.0,2.0,5.0,8.0,10.0,12.0,1.0,21.0,1.0,2.0,5.0,8.0,10.0,12.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26159065,2015.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non-Small Cell Lung Cancer,DRUG: Gefitinib|DRUG: Placebo|DRUG: Pemetrexed|DRUG: Cisplatin,2015,NCT01544179,Superiority,265,3/15/2012,2012,Industry,Thor,Targeted Therapy,2012
PMID 26169611 a_Summary_SoE.pdf,1.0,5.0,9.0,14.0,15.0,16.0,1.3333333333333333,28.0,1.0,5.0,9.0,14.0,15.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26169611,2015.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,"Non Squamous, Non-small-cell Lung Cancer",DRUG: Tivantinib|DRUG: Placebo|DRUG: Erlotinib,2015,NCT01244191,Superiority,1048,1/11/2011,2011,Industry,Thor,Targeted Therapy,2011
PMID 26206652 CT_Summary_SoE.pdf,1.0,9.0,9.0,9.0,9.0,9.0,0.75,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26206652,2015.0,OTHER,No,GI,Metastatic,Supportive Care,Liver Cancer,PROCEDURE: Standard fluid management|DEVICE: Goal directed fluid therapy with the Edwards EV1000 system,2015,NCT01596283,Superiority,135,2012-04,2012,Non-Industry,GI,Procedure,2012
PMID 26244877 a_Summary_SoE.pdf,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,2.0,1.0,2.0,3.0,4.0,5.0,0.4166666666666667,84.0,0.0,1.0,3.0,4.0,4.0,4.0,0.3333333333333333,26244877,2015.0,NETWORK,Yes,GU,Metastatic,Systemic Therapy,Metastatic Hormone-sensitive Prostate Cancer,DRUG: androgen-deprivation therapy|DRUG: docetaxel,2015,NCT00309985,Superiority,790,9/26/2006,2006,Industry,GU,Chemotherapy,2006
PMID 26351350 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26351350,2015.0,NIH,No,Skin,Metastatic,Systemic Therapy,Iris Melanoma|Medium/Large Size Posterior Uveal Melanoma|Mucosal Melanoma|Ocular Melanoma With Extraocular Extension|Recurrent Melanoma|Recurrent Uveal Melanoma|Small Size Posterior Uveal Melanoma|Stage IIA Cutaneous Melanoma AJCC v6 and v7|Stage IIA Uveal Melanoma AJCC v7|Stage IIB Cutaneous Melanoma AJCC v6 and v7|Stage IIB Uveal Melanoma AJCC v7|Stage IIC Cutaneous Melanoma AJCC v6 and v7|Stage IIIA Cutaneous Melanoma AJCC v7|Stage IIIA Uveal Melanoma AJCC v7|Stage IIIB Cutaneous Melanoma AJCC v7|Stage IIIB Uveal Melanoma AJCC v7|Stage IIIC Cutaneous Melanoma AJCC v7|Stage IIIC Uveal Melanoma AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7|Stage IV Uveal Melanoma AJCC v7,OTHER: Laboratory Biomarker Analysis|OTHER: Placebo|OTHER: Placebo|BIOLOGICAL: Sargramostim|BIOLOGICAL: Tyrosinase Peptide,2015,NCT01989572,Superiority,815,2/23/2000,1999,Non-Industry,Skin,Targeted Therapy,2000
PMID 26371143 a_Summary_SoE.pdf,2.0,7.0,18.0,35.0,52.0,71.0,5.916666666666667,21.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,2.0,5.0,9.0,13.0,18.0,1.5,26371143,2016.0,INDUSTRY,Yes,Other,Metastatic,Systemic Therapy,Advanced Liposarcoma or Leiomyosarcoma,DRUG: Trabectedin|DRUG: Dacarbazine,2016,NCT01343277,Superiority,579,2011-06,2011,Industry,Other,Chemotherapy,2011
PMID 26377300 CT_Summary_SoE.pdf,1.0,2.0,3.0,5.0,6.0,8.0,0.6666666666666666,56.0,1.0,2.0,3.0,5.0,6.0,8.0,0.6666666666666666,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26377300,2015.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,"Leukaemia, Lymphocytic, Chronic",BIOLOGICAL: Ofatumumab|OTHER: Observation,2015,NCT01039376,Superiority,480,5/6/2010,2010,Industry,Heme,Targeted Therapy,2010
PMID 26406148 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,1.0,3.0,6.0,10.0,13.0,1.0833333333333333,26406148,2015.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Advanced or Metastatic (Medically or Surgically Unresectable) Clear-cell Renal Cell Carcinoma,BIOLOGICAL: Nivolumab|DRUG: Everolimus,2015,NCT01668784,Superiority,821,10/9/2012,2012,Industry,GU,Immunotherapy,2012
PMID 26406150 a_Summary_SoE.pdf,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26406150,2015.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Renal Cell Carcinoma,DRUG: Cabozantinib tablets|DRUG: Everolimus (Afinitor) tablets,2015,NCT01865747,Superiority,658,2013-06,2013,Industry,GU,Targeted Therapy,2013
PMID 26412349 a_Summary_SoE.pdf,2.0,0.0,1.0,2.0,3.0,4.0,0.3333333333333333,0.0,2.0,2.0,5.0,6.0,7.0,8.0,0.6666666666666666,21.0,0.0,-2.0,-4.0,-4.0,-4.0,-4.0,-0.3333333333333333,26412349,2015.0,NIH,No,Breast,Non-metastatic,Systemic Therapy,Breast Adenocarcinoma|Hormone Receptor Positive|Stage IA Breast Cancer AJCC v7|Stage IB Breast Cancer AJCC v7|Stage IIA Breast Cancer AJCC v6 and v7|Stage IIB Breast Cancer AJCC v6 and v7|Stage IIIB Breast Cancer AJCC v7,DRUG: Anastrozole|DRUG: Exemestane|OTHER: Laboratory Biomarker Analysis|DRUG: Letrozole|OTHER: Quality-of-Life Assessment|RADIATION: Radiation Therapy|DRUG: Tamoxifen Citrate,2015,NCT00310180,Other,10273,4/7/2006,2006,Non-Industry,Breast,Endocrine,2006
PMID 26412456 a_Summary_SoE.pdf,1.0,4.0,8.0,14.0,21.0,28.0,2.3333333333333335,14.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.7500000000000002,26412456,2015.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non-Squamous Cell Non-small Cell Lung Cancer,BIOLOGICAL: Nivolumab|DRUG: Docetaxel,2015,NCT01673867,Superiority,582,11/2/2012,2012,Industry,Thor,Immunotherapy,2012
PMID 26416999 a_Summary_SoE.pdf,2.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,2.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26416999,2015.0,OTHER,No,Breast,Non-metastatic,Systemic Therapy,Breast Cancer,DRUG: Docetaxel|DRUG: Capecitabine|DRUG: Epirubicin|DRUG: Cyclophosphamide,2015,NCT00129935,Superiority,1384,2004-02,2004,Non-Industry,Breast,Chemotherapy,2004
PMID 26527790 a_Summary_SoE.pdf,2.0,18.0,36.0,38.0,39.0,41.0,3.4166666666666665,56.0,2.0,18.0,36.0,38.0,39.0,41.0,3.4166666666666665,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26527790,2015.0,INDUSTRY,Yes,HN,Metastatic,Systemic Therapy,"Neoplasms, Head and Neck",DRUG: Lapatinib|RADIATION: Chemoradiation|OTHER: Placebo,2015,NCT00424255,Superiority,688,2006-12,2006,Industry,HN,Targeted Therapy,2006
PMID 26540028 a_Summary_SoE.pdf,1.0,2.0,3.0,4.0,5.0,6.0,0.5,30.0,1.0,2.0,3.0,4.0,5.0,6.0,0.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26540028,2016.0,OTHER,Yes,HN,NS,Systemic Therapy,Oral Cancer,DRUG: Erlotinib|DRUG: Placebo,2016,NCT00402779,Superiority,303,11/3/2006,2006,Industry,HN,Targeted Therapy,2006
PMID 26598744 a_Summary_SoE.pdf,2.0,3.0,5.0,7.0,8.0,9.0,0.75,46.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,-1.0,-2.0,-4.0,-7.0,-11.0,-0.9166666666666669,26598744,2016.0,INDUSTRY,Yes,Breast,Non-metastatic,Systemic Therapy,"Neoplasms, Breast",DRUG: Lapatinib|BIOLOGICAL: Trastuzumab,2016,NCT00490139,"Superiority, Other",8382,5/16/2007,2007,Industry,Breast,Targeted Therapy,2007
PMID 26628478 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,11.0,13.0,1.0833333333333333,21.0,2.0,2.0,5.0,9.0,11.0,13.0,1.0833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26628478,2016.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,"Neoplasms, Gastrointestinal Tract",DRUG: Lapatinib|DRUG: Placebo|DRUG: Capecitabine|DRUG: Oxaliplatin,2016,NCT00680901,Superiority,545,6/4/2008,2008,Industry,GI,Targeted Therapy,2008
PMID 26639149 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,17.0,20.0,1.6666666666666667,28.0,1.0,3.0,7.0,13.0,17.0,20.0,1.6666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26639149,2015.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,DRUG: Ibrutinib|DRUG: Chlorambucil,2015,NCT01722487,Superiority,269,2013-03,2013,Industry,Heme,Targeted Therapy,2013
PMID 26655421 CT_Summary_SoE.pdf,1.0,6.0,13.0,21.0,24.0,27.0,2.25,28.0,1.0,6.0,13.0,21.0,24.0,27.0,2.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26655421,2016.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,DRUG: Ibrutinib|DRUG: Bendamustine hydrochloride|DRUG: Rituximab|DRUG: Placebo,2015,NCT01611090,Superiority,578,9/19/2012,2012,Industry,Heme,Targeted Therapy,2012
PMID 26673811 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,-3.0,-8.0,-17.0,-26.0,-35.0,-2.916666666666667,26673811,2016.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Mantle Cell Lymphoma,DRUG: Ibrutinib|DRUG: Temsirolimus,2016,NCT01646021,Superiority,280,12/10/2012,2012,Industry,Heme,Targeted Therapy,2012
PMID 26703889 a_Summary_SoE.pdf,1.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,1.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26703889,2016.0,INDUSTRY,Yes,Other,Metastatic,Systemic Therapy,Advanced NET of GI Origin|Advanced NET of Lung Origin|Neuroendocrine Tumors,DRUG: Everolimus|DRUG: Placebo|OTHER: Best suportive care (BSC),2015,NCT01524783,Superiority,302,3/30/2012,2012,Industry,Other,Targeted Therapy,2012
PMID 26712084b_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26712084,2016.0,INDUSTRY,Yes,Thor,NS,Systemic Therapy,Non Small Cell Lung Cancer (NSCLC),BIOLOGICAL: Pembrolizumab|DRUG: Docetaxel,2016,NCT01905657,Superiority,1034,8/9/2013,2013,Industry,Thor,Immunotherapy,2013
PMID 26811519 a_Summary_SoE.pdf,1.0,22.0,38.0,47.0,49.0,50.0,4.166666666666667,21.0,1.0,22.0,38.0,44.0,45.0,46.0,3.8333333333333335,28.0,0.0,0.0,0.0,3.0,4.0,4.0,0.3333333333333335,26811519,2016.0,INDUSTRY,Yes,Thor,Non-metastatic,Systemic Therapy,Non Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|DRUG: Etoposide|DRUG: Vinorelbine|DRUG: Paclitaxel|DRUG: Carboplatin|RADIATION: Thoracic Radiation Therapy (TRT),2016,NCT00686959,Superiority,598,2008-09,2008,Industry,Thor,Chemotherapy,2008
PMID 26858335 a_Summary_SoE.pdf,1.0,5.0,13.0,26.0,39.0,52.0,4.333333333333333,7.0,1.0,5.0,13.0,26.0,39.0,52.0,4.333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26858335,2016.0,INDUSTRY,Yes,Breast,Metastatic,Supportive Care,Breast Cancer|Neoplasm Metastasis,OTHER: Standard supportive care (packed RBC transfusion)|DRUG: epoetin alfa + packed RBC transfusion,2016,NCT00338286,Other,2098,3/2/2006,2006,Industry,Breast,Other,2006
PMID 26884585 a_Summary_SoE.pdf,2.0,5.0,13.0,21.0,30.0,39.0,3.25,28.0,2.0,5.0,13.0,21.0,30.0,39.0,3.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26884585,2016.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Advanced or Metastatic Gastric Cancer,DRUG: apatinib|DRUG: placebo,2016,NCT01512745,Superiority,267,2011-01,2011,Industry,GI,Other,2011
PMID 26933849 a_Summary_SoE.pdf,1.0,5.0,13.0,19.0,20.0,21.0,1.75,21.0,1.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,0.0,3.0,8.0,12.0,12.0,12.0,1.0,26933849,2016.0,NIH,Yes,GYN,Metastatic,Systemic Therapy,Fallopian Tube Endometrioid Adenocarcinoma|Fallopian Tube Mucinous Adenocarcinoma|Fallopian Tube Transitional Cell Carcinoma|Ovarian Brenner Tumor|Ovarian Clear Cell Adenocarcinofibroma|Ovarian Endometrioid Adenocarcinoma|Ovarian Mucinous Adenocarcinoma|Ovarian Seromucinous Carcinoma|Ovarian Serous Adenocarcinoma|Ovarian Transitional Cell Carcinoma|Ovarian Undifferentiated Carcinoma|Primary Peritoneal Serous Adenocarcinoma|Stage IIA Fallopian Tube Cancer AJCC v6 and v7|Stage IIA Ovarian Cancer AJCC V6 and v7|Stage IIB Fallopian Tube Cancer AJCC v6 and v7|Stage IIB Ovarian Cancer AJCC v6 and v7|Stage IIC Fallopian Tube Cancer AJCC v6 and v7|Stage IIC Ovarian Cancer AJCC v6 and v7|Stage IIIA Fallopian Tube Cancer AJCC v7|Stage IIIA Ovarian Cancer AJCC v6 and v7|Stage IIIA Primary Peritoneal Cancer AJCC v7|Stage IIIB Fallopian Tube Cancer AJCC v7|Stage IIIB Ovarian Cancer AJCC v6 and v7|Stage IIIB Primary Peritoneal Cancer AJCC v7|Stage IIIC Fallopian Tube Cancer AJCC v7|Stage IIIC Ovarian Cancer AJCC v6 and v7|Stage IIIC Primary Peritoneal Cancer AJCC v7|Stage IV Fallopian Tube Cancer AJCC v6 and v7|Stage IV Ovarian Cancer AJCC v6 and v7|Stage IV Primary Peritoneal Cancer AJCC v7,BIOLOGICAL: Bevacizumab|DRUG: Carboplatin|PROCEDURE: Computed Tomography|DRUG: Paclitaxel|PROCEDURE: Therapeutic Conventional Surgery,2016,NCT01167712,Superiority,692,9/27/2010,2010,Industry,GYN,Targeted Therapy,2010
PMID 26997579 a _Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,2.0,0.1666666666666666,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26997579,2016.0,INDUSTRY,Yes,Multiple,Metastatic,Systemic Therapy,Chemotherapy-induced Nausea and Vomiting,DRUG: APF530|DRUG: Ondansetron|DRUG: Ondansetron placebo|DRUG: APF530 placebo|DRUG: Fosaprepitant|DRUG: Dexamethasone,2016,NCT02106494,Superiority,942,2014-03,2014,Industry,Multiple,Other,2014
PMID 27044935 a_Summary_SoE.pdf,3.0,22.0,29.0,30.0,31.0,32.0,2.6666666666666665,7.0,3.0,22.0,42.0,43.0,44.0,45.0,3.75,7.0,0.0,0.0,-13.0,-13.0,-13.0,-13.0,-1.0833333333333337,27044935,2016.0,NETWORK,No,GU,Non-metastatic,Local Therapy,Prostate Cancer,RADIATION: Conventional 3D-CRT or IMRT|RADIATION: Hypofractionated 3D-CRT or IMRT,2016,NCT00331773,Other,1116,2006-04,2006,Non-Industry,GU,Radiation,2006
PMID 27119237 a_Summary_SoE.pdf,1.0,5.0,11.0,14.0,17.0,21.0,1.75,28.0,1.0,5.0,11.0,14.0,17.0,21.0,1.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27119237,2016.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Relapsed Multiple Myeloma|Refractory Multiple Myeloma,DRUG: Ixazomib|DRUG: Lenalidomide|DRUG: Dexamethasone|DRUG: Placebo,2016,NCT01564537,Superiority,722,8/1/2012,2012,Industry,Heme,Targeted Therapy,2012
PMID 27264120 a_Summary_SoE.pdf,1.0,0.0,0.0,1.0,1.0,2.0,0.1666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27264120,2016.0,NETWORK,No,Breast,Non-metastatic,Systemic Therapy,Breast Cancer,DRUG: letrozole|OTHER: placebo,2016,NCT00754845,Superiority,1918,11/23/2004,2004,Non-Industry,Breast,Endocrine,2004
PMID 27354480 a_Summary_SoE.pdf,1.0,1.0,4.0,7.0,7.0,7.0,0.5833333333333334,28.0,1.0,1.0,4.0,7.0,7.0,7.0,0.5833333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27354480,2016.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Anemia,DRUG: Lenalidomide|OTHER: Placebo,2016,NCT01029262,Superiority,239,1/26/2010,2010,Industry,Heme,Targeted Therapy,2010
PMID 27458307 a_Summary_SoE.pdf,1.0,6.0,13.0,16.0,17.0,18.0,1.5,21.0,1.0,6.0,13.0,16.0,17.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27458307,2016.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Small Cell Lung Carcinoma,BIOLOGICAL: Ipilimumab|BIOLOGICAL: Placebo matching Ipilimumab|DRUG: Etoposide|DRUG: Cisplatin|DRUG: Carboplatin,2016,NCT01450761,Superiority,1351,12/13/2011,2012,Industry,Thor,Immunotherapy,2011
